Symbol,Symbol,Strike,Moneyness,Bid,Midpoint,Ask,Last,Change,%Chg,Volume,"Open Int",Vol/OI,IV,Type,DTE,"Exp Date",Time,"Imp Vol","20D His Vol"
$SPX|20210618|4235.00P,$SPX,"4,235.00",+0.01%,22.10,22.35,22.60,22.12,3.72,+20.22%,639,"3,833",0.17,12.17%,Put,4,06/18/21,"12:48 ET",12.18%,7.33%
$SPX|20210618|4240.00P,$SPX,"4,240.00",+0.13%,24.20,24.50,24.80,24.32,5.89,+31.96%,"1,180","3,353",0.35,11.91%,Put,4,06/18/21,"12:48 ET",12.18%,7.33%
$SPX|20210618|4245.00P,$SPX,"4,245.00",+0.24%,26.80,27.10,27.40,27.39,6.29,+29.81%,122,580,0.21,12.05%,Put,4,06/18/21,"12:54 ET",12.18%,7.33%
$SPX|20210618|4250.00P,$SPX,"4,250.00",+0.36%,29.60,29.90,30.20,29.30,6.18,+26.73%,"8,081","7,571",1.07,11.75%,Put,4,06/18/21,"12:53 ET",12.18%,7.33%
$SPX|20210618|4255.00P,$SPX,"4,255.00",+0.48%,32.30,32.65,33.00,29.73,4.18,+16.36%,114,52,2.19,11.46%,Put,4,06/18/21,"10:09 ET",12.18%,7.33%
$SPX|20210618|4260.00P,$SPX,"4,260.00",+0.60%,35.40,35.70,36.00,34.00,-17.85,-34.43%,132,36,3.67,11.24%,Put,4,06/18/21,"12:30 ET",12.18%,7.33%
$SPX|20210618|4265.00P,$SPX,"4,265.00",+0.72%,38.90,39.25,39.60,36.60,-2.63,-6.70%,3,214,0.01,11.20%,Put,4,06/18/21,"10:19 ET",12.18%,7.33%
$SPX|20210618|4270.00P,$SPX,"4,270.00",+0.83%,42.30,42.70,43.10,52.40,-10.01,-16.04%,1,7,0.14,10.98%,Put,4,06/18/21,06/10/21,12.18%,7.33%
$SPX|20210618|4275.00P,$SPX,"4,275.00",+0.95%,46.20,46.55,46.90,46.94,3.99,+9.29%,76,774,0.10,10.91%,Put,4,06/18/21,"12:54 ET",12.18%,7.33%
$SPX|20210618|4280.00P,$SPX,"4,280.00",+1.07%,50.00,50.30,50.60,50.90,4.05,+8.64%,172,190,0.91,10.61%,Put,4,06/18/21,"12:54 ET",12.18%,7.33%
$SPX|20210618|4285.00P,$SPX,"4,285.00",+1.19%,54.30,54.65,55.00,95.98,-105.27,-52.31%,1,2,0.50,10.71%,Put,4,06/18/21,05/27/21,12.18%,7.33%
$SPX|20210618|4290.00P,$SPX,"4,290.00",+1.31%,58.60,59.00,59.40,55.00,-2.85,-4.93%,23,63,0.37,10.70%,Put,4,06/18/21,"10:20 ET",12.18%,7.33%
$SPX|20210618|4295.00P,$SPX,"4,295.00",+1.43%,63.00,63.35,63.70,62.20,-17.65,-22.10%,1,40,0.03,10.57%,Put,4,06/18/21,06/11/21,12.18%,7.33%
$SPX|20210618|4300.00P,$SPX,"4,300.00",+1.54%,67.50,67.95,68.40,63.82,0.39,+0.61%,23,798,0.03,10.62%,Put,4,06/18/21,"10:20 ET",12.18%,7.33%
$SPX|20210618|4305.00P,$SPX,"4,305.00",+1.66%,72.10,72.55,73.00,101.98,-17.48,-14.63%,2,6,0.33,10.57%,Put,4,06/18/21,06/02/21,12.18%,7.33%
$SPX|20210618|4310.00P,$SPX,"4,310.00",+1.78%,76.80,77.25,77.70,76.36,4.14,+5.73%,4,42,0.10,10.55%,Put,4,06/18/21,"11:33 ET",12.18%,7.33%
$SPX|20210618|4315.00P,$SPX,"4,315.00",+1.90%,81.40,81.75,82.10,88.40,-78.57,-47.06%,1,4,0.25,9.83%,Put,4,06/18/21,06/09/21,12.18%,7.33%
$SPX|20210618|4320.00P,$SPX,"4,320.00",+2.02%,86.20,86.55,86.90,85.00,10.00,+13.33%,2,65,0.03,9.60%,Put,4,06/18/21,"12:03 ET",12.18%,7.33%
$SPX|20210618|4325.00P,$SPX,"4,325.00",+2.13%,89.70,91.35,93.00,83.07,-45.06,-35.17%,1,22,0.05,8.97%,Put,4,06/18/21,06/11/21,12.18%,7.33%
$SPX|20210618|4330.00P,$SPX,"4,330.00",+2.25%,95.20,96.55,97.90,81.00,-10.31,-11.29%,1,12,0.08,10.53%,Put,4,06/18/21,"04:00 ET",12.18%,7.33%
$SPX|20210618|4335.00P,$SPX,"4,335.00",+2.37%,99.30,100.90,102.50,0.00,0.00,unch,0,0,0.00,13.77%,Put,4,06/18/21,N/A,12.18%,7.33%
$SPX|20210618|4340.00P,$SPX,"4,340.00",+2.49%,104.30,105.85,107.40,102.87,-12.68,-10.97%,1,26,0.04,14.08%,Put,4,06/18/21,06/10/21,12.18%,7.33%
$SPX|20210618|4345.00P,$SPX,"4,345.00",+2.61%,109.60,111.35,113.10,0.00,0.00,unch,0,0,0.00,10.63%,Put,4,06/18/21,N/A,12.18%,7.33%
$SPX|20210618|4350.00P,$SPX,"4,350.00",+2.72%,114.30,115.95,117.60,108.64,-18.06,-14.25%,1,183,0.01,15.58%,Put,4,06/18/21,"09:43 ET",12.18%,7.33%
$SPX|20210618|4355.00P,$SPX,"4,355.00",+2.84%,119.20,121.10,123.00,120.71,-8.22,-6.38%,4,2,2.00,16.95%,Put,4,06/18/21,06/10/21,12.18%,7.33%
$SPX|20210618|4360.00P,$SPX,"4,360.00",+2.96%,124.20,126.05,127.90,206.28,13.85,+7.20%,1,21,0.05,17.29%,Put,4,06/18/21,05/21/21,12.18%,7.33%
$SPX|20210618|4365.00P,$SPX,"4,365.00",+3.08%,129.10,131.00,132.90,244.25,244.25,unch,2,1,2.00,17.82%,Put,4,06/18/21,05/04/21,12.18%,7.33%
$SPX|20210618|4370.00P,$SPX,"4,370.00",+3.20%,134.20,135.85,137.50,301.57,115.35,+61.94%,10,13,0.77,17.42%,Put,4,06/18/21,05/12/21,12.18%,7.33%
$SPX|20210618|4375.00P,$SPX,"4,375.00",+3.31%,139.10,140.95,142.80,185.65,-59.70,-24.33%,200,119,1.68,18.65%,Put,4,06/18/21,05/25/21,12.18%,7.33%
$SPX|20210618|4380.00P,$SPX,"4,380.00",+3.43%,144.00,145.90,147.80,174.79,6.51,+3.87%,1,4,0.25,19.16%,Put,4,06/18/21,05/10/21,12.18%,7.33%
$SPX|20210618|4385.00P,$SPX,"4,385.00",+3.55%,149.20,151.00,152.80,233.40,233.40,unch,1,1,1.00,19.68%,Put,4,06/18/21,04/19/21,12.18%,7.33%
$SPX|20210618|4390.00P,$SPX,"4,390.00",+3.67%,154.20,155.90,157.60,224.86,224.86,unch,2,1,2.00,19.69%,Put,4,06/18/21,04/26/21,12.18%,7.33%
$SPX|20210618|4395.00P,$SPX,"4,395.00",+3.79%,159.20,160.95,162.70,156.27,-105.30,-40.26%,4,3,1.33,20.45%,Put,4,06/18/21,06/11/21,12.18%,7.33%
$SPX|20210618|4400.00P,$SPX,"4,400.00",+3.90%,163.90,165.80,167.70,157.00,-4.33,-2.68%,3,53,0.06,20.95%,Put,4,06/18/21,"09:31 ET",12.18%,7.33%
$SPX|20210618|4405.00P,$SPX,"4,405.00",+4.02%,168.80,170.75,172.70,0.00,0.00,unch,0,0,0.00,21.45%,Put,4,06/18/21,N/A,12.18%,7.33%
$SPX|20210618|4410.00P,$SPX,"4,410.00",+4.14%,174.30,176.00,177.70,174.52,5.63,+3.33%,3,4,0.75,21.95%,Put,4,06/18/21,"11:38 ET",12.18%,7.33%
$SPX|20210618|4415.00P,$SPX,"4,415.00",+4.26%,179.20,180.95,182.70,280.38,280.38,unch,6,3,2.00,22.44%,Put,4,06/18/21,05/04/21,12.18%,7.33%
$SPX|20210618|4420.00P,$SPX,"4,420.00",+4.38%,184.20,185.95,187.70,250.15,-51.80,-17.16%,1,1,1.00,22.94%,Put,4,06/18/21,05/14/21,12.18%,7.33%
$SPX|20210618|4425.00P,$SPX,"4,425.00",+4.50%,189.20,190.85,192.50,213.52,-32.06,-13.05%,2,26,0.08,22.84%,Put,4,06/18/21,05/07/21,12.18%,7.33%
$SPX|20210618|4430.00P,$SPX,"4,430.00",+4.61%,194.00,195.75,197.50,0.00,0.00,unch,0,0,0.00,23.32%,Put,4,06/18/21,N/A,12.18%,7.33%
$SPX|20210618|4435.00P,$SPX,"4,435.00",+4.73%,198.90,200.95,203.00,0.00,0.00,unch,0,0,0.00,25.22%,Put,4,06/18/21,N/A,12.18%,7.33%
$SPX|20210618|4440.00P,$SPX,"4,440.00",+4.85%,204.00,205.80,207.60,0.00,0.00,unch,0,0,0.00,24.58%,Put,4,06/18/21,N/A,12.18%,7.33%
$SPX|20210618|4445.00P,$SPX,"4,445.00",+4.97%,209.10,210.85,212.60,224.12,224.12,unch,10,10,1.00,25.06%,Put,4,06/18/21,05/07/21,12.18%,7.33%
$SPX|20210618|4450.00P,$SPX,"4,450.00",+5.09%,214.00,216.00,218.00,252.90,-1.87,-0.73%,10,11,0.91,26.70%,Put,4,06/18/21,05/24/21,12.18%,7.33%
$SPX|20210618|4455.00P,$SPX,"4,455.00",+5.20%,218.70,220.65,222.60,281.35,281.35,unch,4,2,2.00,26.01%,Put,4,06/18/21,04/23/21,12.18%,7.33%
$SPX|20210618|4460.00P,$SPX,"4,460.00",+5.32%,223.90,225.75,227.60,0.00,0.00,unch,0,0,0.00,26.48%,Put,4,06/18/21,N/A,12.18%,7.33%
$SPX|20210618|4465.00P,$SPX,"4,465.00",+5.44%,228.80,230.70,232.60,269.11,269.11,unch,2,2,1.00,26.95%,Put,4,06/18/21,04/29/21,12.18%,7.33%
$SPX|20210618|4470.00P,$SPX,"4,470.00",+5.56%,233.80,235.70,237.60,0.00,0.00,unch,0,0,0.00,27.42%,Put,4,06/18/21,N/A,12.18%,7.33%
$SPX|20210618|4475.00P,$SPX,"4,475.00",+5.68%,238.90,240.75,242.60,0.00,0.00,unch,0,0,0.00,27.88%,Put,4,06/18/21,N/A,12.18%,7.33%
$SPX|20210618|4480.00P,$SPX,"4,480.00",+5.79%,244.20,245.90,247.60,0.00,0.00,unch,0,0,0.00,28.35%,Put,4,06/18/21,N/A,12.18%,7.33%
$SPX|20210618|4485.00P,$SPX,"4,485.00",+5.91%,249.20,250.90,252.60,0.00,0.00,unch,0,0,0.00,28.81%,Put,4,06/18/21,N/A,12.18%,7.33%
$SPX|20210618|4490.00P,$SPX,"4,490.00",+6.03%,253.90,255.75,257.60,0.00,0.00,unch,0,0,0.00,29.27%,Put,4,06/18/21,N/A,12.18%,7.33%
$SPX|20210618|4495.00P,$SPX,"4,495.00",+6.15%,258.80,260.70,262.60,0.00,0.00,unch,0,0,0.00,29.73%,Put,4,06/18/21,N/A,12.18%,7.33%
$SPX|20210618|4500.00P,$SPX,"4,500.00",+6.27%,264.10,265.85,267.60,263.38,-0.13,-0.05%,5,114,0.04,30.19%,Put,4,06/18/21,"11:47 ET",12.18%,7.33%
$SPX|20210618|4510.00P,$SPX,"4,510.00",+6.50%,273.90,275.75,277.60,0.00,0.00,unch,0,0,0.00,31.10%,Put,4,06/18/21,N/A,12.18%,7.33%
$SPX|20210618|4520.00P,$SPX,"4,520.00",+6.74%,284.10,285.85,287.60,0.00,0.00,unch,0,0,0.00,32.00%,Put,4,06/18/21,N/A,12.18%,7.33%
$SPX|20210618|4525.00P,$SPX,"4,525.00",+6.86%,289.10,290.85,292.60,0.00,0.00,unch,0,0,0.00,32.45%,Put,4,06/18/21,N/A,12.18%,7.33%
$SPX|20210618|4530.00P,$SPX,"4,530.00",+6.97%,294.10,295.85,297.60,0.00,0.00,unch,0,0,0.00,32.90%,Put,4,06/18/21,N/A,12.18%,7.33%
$SPX|20210618|4540.00P,$SPX,"4,540.00",+7.21%,304.10,305.85,307.60,0.00,0.00,unch,0,0,0.00,33.79%,Put,4,06/18/21,N/A,12.18%,7.33%
$SPX|20210618|4550.00P,$SPX,"4,550.00",+7.45%,313.90,315.75,317.60,415.78,415.78,unch,10,8,1.25,34.68%,Put,4,06/18/21,04/13/21,12.18%,7.33%
$SPX|20210618|4575.00P,$SPX,"4,575.00",+8.04%,338.50,340.55,342.60,0.00,0.00,unch,0,0,0.00,36.87%,Put,4,06/18/21,N/A,12.18%,7.33%
$SPX|20210618|4600.00P,$SPX,"4,600.00",+8.63%,363.60,365.60,367.60,670.60,24.60,+3.81%,4,11,0.36,39.04%,Put,4,06/18/21,03/23/21,12.18%,7.33%
$SPX|20210618|4625.00P,$SPX,"4,625.00",+9.22%,388.90,390.70,392.50,0.00,0.00,unch,0,0,0.00,40.72%,Put,4,06/18/21,N/A,12.18%,7.33%
$SPX|20210618|4650.00P,$SPX,"4,650.00",+9.81%,413.90,415.65,417.40,0.00,0.00,unch,0,0,0.00,42.31%,Put,4,06/18/21,N/A,12.18%,7.33%
$SPX|20210618|4675.00P,$SPX,"4,675.00",+10.40%,438.90,440.65,442.40,0.00,0.00,unch,0,0,0.00,44.36%,Put,4,06/18/21,N/A,12.18%,7.33%
$SPX|20210618|4700.00P,$SPX,"4,700.00",+10.99%,463.90,465.65,467.40,771.50,25.70,+3.45%,3,1,3.00,46.38%,Put,4,06/18/21,03/23/21,12.18%,7.33%
$SPX|20210618|4725.00P,$SPX,"4,725.00",+11.58%,488.90,490.65,492.40,0.00,0.00,unch,0,0,0.00,48.37%,Put,4,06/18/21,N/A,12.18%,7.33%
$SPX|20210618|4750.00P,$SPX,"4,750.00",+12.17%,513.90,515.65,517.40,0.00,0.00,unch,0,0,0.00,50.35%,Put,4,06/18/21,N/A,12.18%,7.33%
$SPX|20210618|4800.00P,$SPX,"4,800.00",+13.35%,563.80,565.60,567.40,"1,085.00",-793.00,-42.23%,32,22,1.45,54.24%,Put,4,06/18/21,12/30/20,12.18%,7.33%
$SPX|20210618|4900.00P,$SPX,"4,900.00",+15.71%,663.80,665.65,667.50,"1,978.20","1,978.20",unch,0,33,0.00,62.45%,Put,4,06/18/21,N/A,12.18%,7.33%
$SPX|20210618|5000.00P,$SPX,"5,000.00",+18.07%,763.90,765.90,767.90,845.49,-0.14,-0.02%,5,183,0.03,72.32%,Put,4,06/18/21,05/20/21,12.18%,7.33%
$SPX|20210618|5100.00P,$SPX,"5,100.00",+20.43%,864.00,865.75,867.50,896.31,-351.27,-28.16%,2,298,0.01,76.86%,Put,4,06/18/21,04/29/21,12.18%,7.33%
$SPX|20210618|5200.00P,$SPX,"5,200.00",+22.80%,963.90,965.70,967.50,0.00,0.00,unch,0,0,0.00,83.72%,Put,4,06/18/21,N/A,12.18%,7.33%
$SPX|20210618|5300.00P,$SPX,"5,300.00",+25.16%,"1,063.50","1,065.50","1,067.50",0.00,0.00,unch,0,0,0.00,90.38%,Put,4,06/18/21,N/A,12.18%,7.33%
$SPX|20210618|5400.00P,$SPX,"5,400.00",+27.52%,"1,163.50","1,165.50","1,167.50",0.00,0.00,unch,0,0,0.00,96.84%,Put,4,06/18/21,N/A,12.18%,7.33%
$SPX|20210618|5500.00P,$SPX,"5,500.00",+29.88%,"1,263.90","1,265.70","1,267.50","1,375.29","1,375.29",unch,1,1,1.00,103.13%,Put,4,06/18/21,04/20/21,12.18%,7.33%
$SPX|20210618|5600.00P,$SPX,"5,600.00",+32.24%,"1,363.60","1,365.50","1,367.40",0.00,0.00,unch,0,0,0.00,108.25%,Put,4,06/18/21,N/A,12.18%,7.33%
$SPX|20210618|5700.00P,$SPX,"5,700.00",+34.60%,"1,463.60","1,465.45","1,467.30",0.00,0.00,unch,0,0,0.00,113.06%,Put,4,06/18/21,N/A,12.18%,7.33%
$SPX|20210618|5800.00P,$SPX,"5,800.00",+36.97%,"1,563.90","1,565.85","1,567.80",0.00,0.00,unch,0,0,0.00,124.00%,Put,4,06/18/21,N/A,12.18%,7.33%
$SPX|20210618|5900.00P,$SPX,"5,900.00",+39.33%,"1,664.10","1,665.75","1,667.40",0.00,0.00,unch,0,0,0.00,125.61%,Put,4,06/18/21,N/A,12.18%,7.33%
$SPX|20210618|6000.00P,$SPX,"6,000.00",+41.69%,"1,763.90","1,765.85","1,767.80","1,762.44",-63.76,-3.49%,1,2,0.50,135.44%,Put,4,06/18/21,06/10/21,12.18%,7.33%
$SPX|20210618|6100.00P,$SPX,"6,100.00",+44.05%,"1,864.00","1,865.70","1,867.40",0.00,0.00,unch,0,0,0.00,136.52%,Put,4,06/18/21,N/A,12.18%,7.33%
$SPX|20210618|6200.00P,$SPX,"6,200.00",+46.41%,"1,964.00","1,965.70","1,967.40","1,973.74","1,973.74",unch,1,1,1.00,141.80%,Put,4,06/18/21,06/07/21,12.18%,7.33%
"Downloaded from Barchart.com as of 06-14-2021 12:34pm CDT"
